id	effectiveTime	active	moduleId	refSetId	referencedComponentId	attributeValue
c11db2ef-d1f2-40a9-9a89-fce44eeb288d	20131216T060753Z	1	900000000000207008	450994008	102594003	
cffe6147-8fb0-48a8-97df-da88c19d8eb9	20131216T060753Z	1	900000000000207008	450994008	274521009	
58096d21-4b0f-4ae3-842e-cbb84168f8ea	20131216T060753Z	1	900000000000207008	450994008	309081009	
1437963f-ea2b-4a6c-a33d-1887f3967046	20131216T060753Z	1	900000000000207008	450994008	169241000	
343a3979-234e-4785-923c-abf0b05c63cb	20131216T060753Z	1	900000000000207008	450994008	166686006	
44252b29-c8ac-4127-9834-e9b9905b869c	20131216T060753Z	1	900000000000207008	450994008	312399001	
a7aa663e-5c7d-4d20-8538-5475c1fe5701	20131216T060753Z	1	900000000000207008	450994008	168750009	
95c076ea-1364-4082-85d6-a75d2018b1f5	20131216T060753Z	1	900000000000207008	450994008	166643006	
709f86c6-a29d-47a0-ac6a-dd2b4c9a2636	20131216T060753Z	1	900000000000207008	450994008	103252009	
7bc398bc-3c5c-4c59-88fe-4388c53408f3	20131216T060753Z	1	900000000000207008	450994008	167222005	
f9c317bb-5f6c-49b4-850e-c6486c66dd04	20131216T060753Z	1	900000000000207008	450994008	168501001	
1fe3379d-8259-4be6-8d11-d306c99ee77e	20131216T060753Z	1	900000000000207008	450994008	166160000	
870283d5-7855-4948-983e-9ec934a7f714	20131216T060753Z	1	900000000000207008	450994008	313172000	
e4dff9cd-5be3-4f94-a5e0-e9121751c2da	20131216T060753Z	1	900000000000207008	450994008	102660008	
d7e6e397-5c4f-44c2-90e0-4a786b4dd350	20131216T060753Z	1	900000000000207008	450994008	275729001	
fb182cec-0bea-42fa-9514-2f88710dcdf4	20131216T060753Z	1	900000000000207008	450994008	165144009	
33d07aea-0bfe-41ec-8d56-934000a0a4b7	20131216T060753Z	1	900000000000207008	450994008	274858002	
90d06604-f84e-416c-8520-817f456690bf	20131216T060753Z	1	900000000000207008	450994008	164759004	
a063c0a2-f210-4bb6-9f01-7f3a2d813174	20131216T060753Z	1	900000000000207008	450994008	166603001	
fe3bd01a-78fd-4e3c-b49b-a35628ec609c	20131216T060753Z	1	900000000000207008	450994008	167767004	
a661fc12-a474-41db-97a9-31cf6da9a1c6	20131216T060753Z	1	900000000000207008	450994008	168734001	
de89e43b-11af-4517-ac40-665de411a42f	20131216T060753Z	1	900000000000207008	450994008	165084003	
c86a7a3e-541c-4f4e-9b78-d768565e00e1	20131216T060753Z	1	900000000000207008	450994008	166318006	
161a06e3-2274-42d0-9bf5-63bee5427804	20131216T060753Z	1	900000000000207008	450994008	166922008	
93112e33-7a07-4d4a-8fe4-21cf812dcf17	20131216T060753Z	1	900000000000207008	450994008	75183008	
a30fbfe0-8dbc-42d7-ae50-4afebcf62fb8	20131216T060753Z	1	900000000000207008	450994008	166853009	
