id	effectiveTime	active	moduleId	refSetId	referencedComponentId	attributeValue
44dac182-f602-47e0-9399-0a706acd0c12	20131216T060656Z	1	900000000000207008	450994008	275120007	
a65ae06b-9cd8-40dc-8bba-154adf70105e	20131216T060656Z	1	900000000000207008	450994008	160357008	
58951259-8877-4970-b75b-58e65bbe901f	20131216T060656Z	1	900000000000207008	450994008	297242006	
a4f0103b-6ebc-41a4-bdf1-8d757043a566	20131216T060656Z	1	900000000000207008	450994008	309631001	
1a54fa59-f752-4ca8-98c3-8ea812e467a7	20131216T060656Z	1	900000000000207008	450994008	160314003	
1e39d49c-abab-4265-976d-f81236711c29	20131216T060656Z	1	900000000000207008	450994008	266894000	
54986a2e-4b78-4693-8b7e-536ab69de0c4	20131216T060656Z	1	900000000000207008	450994008	160313009	
e62c409f-b1b5-4fe1-85d7-5b92d4934d03	20131216T060656Z	1	900000000000207008	450994008	160297008	
edb2120a-eaeb-4e2f-8529-5f3e34ff151c	20131216T060656Z	1	900000000000207008	450994008	160329001	
b59a2ce8-bf6e-4adf-b125-0ab62c752f88	20131216T060656Z	1	900000000000207008	450994008	275104002	
bd3dac0f-de21-4e37-8cc1-ccd393d435d2	20131216T060656Z	1	900000000000207008	450994008	312824007	
16d3372e-cd64-494e-b33a-49998e220a8b	20131216T060656Z	1	900000000000207008	450994008	160407004	
92ad9d95-8db6-4425-937f-5831d2910d59	20131216T060656Z	1	900000000000207008	450994008	266883004	
b9d9ff32-3f38-4885-9957-63c8e4c20b72	20131216T060656Z	1	900000000000207008	450994008	160303001	
cff169b0-7d7d-4c80-8259-c07c66c13966	20131216T060656Z	1	900000000000207008	450994008	160379003	
6ef35580-bb74-40ed-a8d1-c78704e87722	20131216T060656Z	1	900000000000207008	450994008	160325007	
ef682ec7-9eb6-49b3-aa1e-e0575945756f	20131216T060656Z	1	900000000000207008	450994008	266897007	
37792c96-5337-47a8-baa3-d1d46bd8fff4	20131216T060656Z	1	900000000000207008	450994008	160302006	
b506f0bb-ae05-4253-ac87-3916202f059c	20131216T060656Z	1	900000000000207008	450994008	160324006	
28eb10a9-eb76-4791-a608-20cc65a417b1	20131216T060656Z	1	900000000000207008	450994008	266898002	
4f01a19a-84eb-4191-84a1-15e25d016e8c	20131216T060656Z	1	900000000000207008	450994008	160301004	
67406632-888a-479a-a551-2d610b9c4c3b	20131216T060656Z	1	900000000000207008	450994008	134439009	
76514241-4aa7-4b00-81fa-fdb4e86aeb5b	20131216T060656Z	1	900000000000207008	450994008	275109007	
2d4eb0f1-c8c3-4b9b-b1b2-c317bd3536d2	20131216T060656Z	1	900000000000207008	450994008	297247000	
2fdd911b-d627-4e60-85de-f6f932333c16	20131216T060656Z	1	900000000000207008	450994008	429740004	
fc87333c-dec5-4ea1-9981-9a71695ae8a7	20131216T060656Z	1	900000000000207008	450994008	275937001	
3129576a-25de-4853-b3cb-1802c2e42ed2	20131216T060656Z	1	900000000000207008	450994008	160377001	
afb7f7b0-1368-439d-b695-846f7c87eccb	20131216T060656Z	1	900000000000207008	450994008	275111003	
c987d39b-7862-477f-8455-579398bf6af9	20131216T060656Z	1	900000000000207008	450994008	395125009	
30327469-6024-47e5-9738-71b7aba925c9	20131216T060656Z	1	900000000000207008	450994008	281666001	
60dd8a57-2d4c-4df1-baeb-b22e1c8b66d9	20131216T060656Z	1	900000000000207008	450994008	160341008	
3e230dc1-af37-4d72-ad7a-d1e2d9ef605d	20131216T060656Z	1	900000000000207008	450994008	160389004	
da2c321e-e7fd-4f28-b1ec-a63dfcdd9da2	20131216T060656Z	1	900000000000207008	450994008	160347007	
db202072-c148-420b-bdd4-c18ef957e8a8	20131216T060656Z	1	900000000000207008	450994008	160343006	
357ea346-2a24-488f-928c-6960874991ea	20131216T060656Z	1	900000000000207008	450994008	266887003	
